personId,firstName,familyName,gamesPlayed,totalMinutes,points,fieldGoalsMade,fieldGoalsAttempted,threePointersMade,threePointersAttempted,freeThrowsMade,freeThrowsAttempted,twoPointersMade,twoPointersAttempted,assists,turnovers,steals,blocks,reboundsOffensive,reboundsDefensive,reboundsTotal,usagePercentageWeighted,assistPercentageWeighted,assistToTurnoverWeighted,assistRatioWeighted,turnoverRatioWeighted,offensiveReboundPercentageWeighted,defensiveReboundPercentageWeighted,reboundPercentageWeighted,offensiveRatingWeighted,defensiveRatingWeighted,netRatingWeighted,PIEWeighted,twoPointPercentage,threePointersPercentage,fieldGoalPercentage,freeThrowPercentage,trueShootingPercentage,effectiveFieldGoalPercentage,pointsPerMinute,assistsPerMinute,stealsPerMinute,blocksPerMinute,threePointAttemptRate,freeThrowRate,usagePercentage,assistPercentage,assistToTurnover,assistRatio,turnoverRatio,offensiveReboundPercentage,defensiveReboundPercentage,reboundPercentage,offensiveRating,defensiveRating,netRating,PIE,finishing,shooting,playmaking,rebounding,defense,position,physicalGroup,heightInches,weight,birthDate,physical
2544,LeBron,James,141,4948.2,3532,1336,2539,298,759,562,735,1038,1780,1164,505,159,77,133,931,1064,1427.66165,1867.64865,14616.958,126735.48666666666,55005.345,138.57791666666665,886.2124666666666,532.8100333333333,569494.4416666667,563229.4466666667,6282.953333333334,841.40095,0.5831460674157304,0.3926218708827404,0.526191413942497,0.7646258503401361,0.6169647847959754,0.5848759354076408,0.7137949153227436,0.23523705589911484,0.03213289681096156,0.015561214178893336,0.29893658920834976,0.28948404883812523,0.2885214118265228,0.377440008487935,2.9539949880764724,25.61244223488676,11.116233175700255,0.028005722619673146,0.17909794807539442,0.10767754604367918,115.09123351252308,113.82511755116339,1.269745227220673,0.17004182328927692,81.7,65.1,84.6,65.0,45.5,Forward,Forward,81.0,250.0,1984-12-30,87.3
101108,Chris,Paul,140,3823.05,1256,455,1050,218,581,128,144,237,469,998,205,173,28,51,470,521,550.9499166666667,1315.3270666666667,14595.084,165107.79666666666,34401.515,47.5961,446.20535,250.67165,436093.2,433922.96166666667,2155.3050000000003,410.77903333333336,0.5053304904051172,0.37521514629948366,0.43333333333333335,0.8888888888888888,0.5640583459078825,0.5371428571428571,0.3285335007389388,0.26104811603301026,0.045251827729169115,0.007323995239403094,0.5533333333333333,0.13714285714285715,0.14411266310057852,0.34405175623302514,3.817654490524581,43.18745417053574,8.998447574580505,0.012449771779076914,0.11671449497129255,0.0655684989733328,114.06944716914505,113.50177519694135,0.5637658414093459,0.1074479887349978,36.2,72.7,91.9,30.3,47.4,Guard,Guard,72.0,175.0,1985-05-06,5.5
200768,Kyle,Lowry,95,2349.233333333333,625,204,494,127,338,90,108,77,156,349,106,92,32,45,216,261,282.7633,494.3899833333333,4765.125166666667,83616.15,24692.9,47.19028333333333,222.84613333333334,132.20378333333335,256928.88333333333,261366.63833333334,-4428.173333333332,173.0614,0.4935897435897436,0.3757396449704142,0.41295546558704455,0.8333333333333334,0.5770793322499631,0.541497975708502,0.26604424138371385,0.14855910438866582,0.03916171233168268,0.013621465158846149,0.6842105263157895,0.21862348178137653,0.1203640762234488,0.21044737290179777,2.028374576102842,35.59295231068292,10.511046156902253,0.02008752500815869,0.09485908878073698,0.056275288391957674,109.36711976957022,111.25614242944508,-1.8849440242916127,0.07366718220128553,38.4,76.8,78.6,23.3,58.5,Guard,Guard,72.0,196.0,1986-03-25,25.8
200782,P.J.,Tucker,34,544.2,61,21,57,16,41,3,3,5,16,16,9,17,8,32,61,93,29.03248333333333,18.301466666666666,51.0,8799.445,6530.583333333333,29.834533333333333,62.19638333333334,47.89971666666667,60732.92333333333,62797.925,-2072.8833333333337,15.58255,0.3125,0.3902439024390244,0.3684210526315789,1.0,0.5229766803840878,0.5087719298245614,0.11209114296214626,0.029400955531054755,0.031238515251745678,0.014700477765527378,0.7192982456140351,0.05263157894736842,0.05334892196496385,0.03363003797623423,0.09371554575523704,16.16950569643513,12.000336885948792,0.05482273673894401,0.11428956878598553,0.08801858997917432,111.60037363714319,115.39493752296949,-3.8090469190248686,0.02863386622565233,8.8,77.3,16.9,59.5,38.7,Forward,Forward,77.0,245.0,1985-05-05,44.6
201142,Kevin,Durant,137,5055.283333333334,3679,1343,2560,328,779,665,784,1015,1781,641,434,119,168,64,805,869,1430.18495,1027.1236833333332,10225.3145,81716.58333333333,55330.85166666667,68.99106666666667,768.1000333333334,441.6874666666667,594073.2433333333,582523.2716666667,11557.783333333333,737.4325333333334,0.5699045480067377,0.42105263157894735,0.524609375,0.8482142857142857,0.6332273077770434,0.588671875,0.7277534724397248,0.12679803637778297,0.023539729062334123,0.03323255867623641,0.304296875,0.30625,0.28290895993300735,0.20317826234599443,2.0226985958584582,16.164590181229535,10.945153420349007,0.01364731947104844,0.15194005611291156,0.08737145626522747,117.51532093486351,115.23058813056967,2.2862780523346857,0.14587363055812894,81.2,74.8,67.4,48.1,41.6,Forward,Forward,83.0,240.0,1988-09-29,93.0
201143,Al,Horford,125,3398.383333333333,1100,409,880,222,572,60,68,187,308,296,94,74,113,161,621,782,433.2902833333333,392.3982,3867.8015,76299.42666666667,25262.34833333333,160.0486,586.6952166666666,379.0520833333333,408991.81666666665,370365.19666666666,38633.11666666667,332.0153,0.6071428571428571,0.3881118881118881,0.4647727272727273,0.8823529411764706,0.6044487427466151,0.5909090909090909,0.32368332001000477,0.08710023883905584,0.02177505970976396,0.03325110469193685,0.65,0.07727272727272727,0.12749894312491725,0.1154661383108635,1.1381298460542513,22.45168339847869,7.433637072529585,0.047095511100866586,0.17263950505877795,0.1115389425364021,120.3489355232635,108.98276043020456,11.368086786364106,0.09769801327101613,54.3,83.8,62.7,73.2,60.8,Center-Forward,Big,80.0,240.0,1986-06-03,17.3
201144,Mike,Conley,147,3949.3166666666666,1451,481,1112,306,715,183,202,175,397,768,177,167,31,69,331,400,593.2278333333334,1068.09865,10714.725166666667,141272.55333333334,32255.335,70.73623333333333,327.31843333333336,204.40491666666668,453124.96166666667,428903.055,24226.586666666666,412.05921666666666,0.44080604534005036,0.427972027972028,0.43255395683453235,0.905940594059406,0.6041402971154486,0.5701438848920863,0.36740533172405354,0.1944640212019801,0.04228579627699307,0.007849459189142425,0.6429856115107914,0.18165467625899281,0.15021024734236726,0.2704515084888103,2.7130579973750732,35.77139167535312,8.167320506923138,0.01791100570140826,0.08287976400980761,0.05175703391725995,114.73502884465245,108.60183955874223,6.13437430103942,0.10433683886241923,36.6,89.5,90.2,17.0,62.2,Guard,Guard,73.0,175.0,1987-10-11,9.0
201145,Jeff,Green,110,1703.8166666666666,681,228,487,82,239,143,175,146,248,90,55,22,35,57,179,236,255.15715,130.72848333333334,623.9766666666667,21103.54,13020.998333333333,50.8224,175.25955,112.10725000000001,188632.83333333334,193899.30666666667,-5267.581666666667,143.19065,0.5887096774193549,0.34309623430962344,0.4681724845995893,0.8171428571428572,0.6037234042553191,0.5523613963039015,0.39969089006055036,0.052822584589500045,0.012912187344100011,0.020542116229250017,0.49075975359342916,0.3593429158110883,0.14975622377211947,0.07672684854591164,0.3662228917430475,12.386039186532198,7.642253176691545,0.029828561367126746,0.10286291561103014,0.06579771884690255,110.71193105674516,113.80291698050456,-3.091636424106663,0.08404111357833884,76.4,63.9,31.3,36.2,35.8,Forward,Forward,80.0,235.0,1986-08-28,69.4
201152,Thaddeus,Young,33,439.51666666666665,137,65,108,1,7,6,15,64,101,57,15,23,5,46,57,103,55.005766666666666,77.23443333333333,298.2416666666666,12104.416666666666,3262.831666666667,47.290616666666665,55.25165,51.53478333333334,50852.745,52440.415,-1586.9849999999997,41.54776666666667,0.6336633663366337,0.14285714285714285,0.6018518518518519,0.4,0.5977312390924957,0.6064814814814815,0.3117060407265557,0.12968791475484434,0.05233021121686701,0.01137613287323196,0.06481481481481481,0.1388888888888889,0.12515058207879867,0.17572583519775511,0.6785673656668308,27.540290470592698,7.423681316597778,0.10759686777141557,0.1257100223730613,0.11725330855864398,115.70151681771644,119.31382579348528,-3.6107504455652037,0.09453058283720754,58.7,22.8,69.2,77.2,40.4,Forward,Forward,80.0,225.0,1988-06-21,59.3
201565,Derrick,Rose,24,399.3333333333333,191,76,165,15,41,24,27,61,124,78,31,8,2,7,38,45,88.15469999999999,125.59615,942.2361666666666,10720.655,4115.635,5.939466666666666,37.11765,22.02685,41736.996666666666,42908.93666666667,-1175.335,43.76505,0.49193548387096775,0.36585365853658536,0.46060606060606063,0.8888888888888888,0.539914066033469,0.5060606060606061,0.47829716193656097,0.19532554257095158,0.02003338898163606,0.005008347245409015,0.24848484848484848,0.16363636363636364,0.22075467445742902,0.31451456594323873,2.359522954924875,26.846381469115194,10.306264607679466,0.014873455759599332,0.09294904006677795,0.05515905676126878,104.51668614357263,107.45142737896495,-2.9432429048414024,0.10959528380634392,41.3,53.2,84.6,19.2,42.6,Guard,Guard,75.0,200.0,1988-10-04,44.7
